Ticker,Company_code,Company_name,Exchange,OutstandingShares,Margin,Industry_lev3,Industry_lev4,Listed_date,freeFloat,freeFloatRate,statePercentage,foreignerPercentage,maximumForeignPercentage
VDB,VDB,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,UPCOM,8678238,Không được ký quỹ,Than và hoạt động liên quan,Khai thác than,2018-11-21T17:00:00.000Z,2750151.0,0.31690201,0.29971522,0.0,0.0
VDL,VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,HNX,14657150,Không được ký quỹ,Đồ uống,Vang và rượu mạnh,2007-11-26T17:00:00.000Z,2198572.0,0.15,0.0,0.0071,0.48999997
VDN,VDN,Công ty Cổ phần Vinatex Đà Nẵng,UPCOM,3130730,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất phụ kiện và may mặc khác,2010-07-14T17:00:00.000Z,469609.0,0.15,0.20040683,0.0,0.5
VDS,VDS,Công ty Cổ phần Chứng khoán Rồng Việt,HOSE,210000000,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2017-07-18T17:00:00.000Z,73500000.0,0.35,0.0,0.0145,1.0
VDT,VDT,Công ty Cổ phần Lưới thép Bình Tây,UPCOM,1965440,Không được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2011-02-28T17:00:00.000Z,589632.0,0.3,0.4006482,0.0,0.48999969
VE1,VE1,Công ty Cổ phần Xây dựng điện VNECO 1,HNX,5931280,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2008-09-03T17:00:00.000Z,2372512.0,0.4,0.0,0.2556,0.49
VE2,VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,HNX,2098080,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2010-07-25T17:00:00.000Z,734328.0,0.35,3.474e-05,0.0072,0.48999991
VE3,VE3,Công ty Cổ phần Xây dựng điện VNECO 3,HNX,1319710,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2010-06-29T17:00:00.000Z,659855.0,0.5,0.52933751,0.002,0.0
VE4,VE4,Công ty Cổ phần Xây dựng điện VNECO4,HNX,1028000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2012-10-15T17:00:00.000Z,257000.0,0.25,0.54727821,0.0014,0.0
VE8,VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,HNX,1800000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2012-08-26T17:00:00.000Z,630000.0,0.35,0.55933833,0.0077,0.49
VE9,VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,UPCOM,12023613,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2020-11-16T17:00:00.000Z,10821251.0,0.9,0.0,0.0017,0.48999997
VEA,VEAM,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,UPCOM,1328800000,Không được ký quỹ,Máy móc,"Sản xuất thiết bị, máy móc nông và công nghiệp",2018-07-01T17:00:00.000Z,199320000.0,0.15,0.88469519,0.0508,0.49
VEF,VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,UPCOM,166601050,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khu vui chơi giải trí,2015-12-21T17:00:00.000Z,16660105.0,0.1,0.1,0.0,0.49
VEC,VEIC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,UPCOM,43800000,Không được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2017-07-13T17:00:00.000Z,6570000.0,0.15,0.8797,0.0002,0.0
VES,VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,UPCOM,9007500,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2015-03-17T17:00:00.000Z,5404500.0,0.6,0.0,0.0011,0.49
VFC,VFC,Công ty Cổ phần VINAFCO,UPCOM,33801062,Không được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2006-07-23T17:00:00.000Z,1197062.0,0.03541492,0.0,0.4473,0.49
VFG,VFG,Công ty Cổ phần Khử trùng Việt Nam,HOSE,41712614,Không được ký quỹ,Hóa chất,Phân phối hóa chất và nông dược,2009-12-16T17:00:00.000Z,20333422.0,0.48746458,0.0,0.0264,0.48999998
VFR,VFR,Công ty Cổ phần Vận tải và Thuê tàu,UPCOM,15000000,Không được ký quỹ,Dịch vụ vận tải hàng không và logistics,Sắp xếp vận tải hàng hóa,2017-06-08T17:00:00.000Z,2250000.0,0.15,0.079,0.0001,0.49
VFS,VFSC,Công ty Cổ phần Chứng khoán Nhất Việt,UPCOM,80250000,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2020-06-30T17:00:00.000Z,64200000.0,0.8,0.0,0.0,1.0
VGC,VGC,Tổng Công ty Viglacera - Công ty Cổ phần,HOSE,448350000,Được ký quỹ,Vật liệu xây dựng,Sản xuất gạch ốp lát và vật liệu lát,2019-05-28T17:00:00.000Z,44835000.0,0.1,0.38582639,0.0537,0.49
VGP,VGP,Công ty Cổ phần Cảng Rau Quả,HNX,7825922,Không được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2009-06-11T17:00:00.000Z,5869441.0,0.75,0.38426273,0.0129,0.48999999
VGS,VGS,Công ty Cổ phần Ống thép Việt Đức VG PIPE,HNX,48427921,Được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2008-12-03T17:00:00.000Z,19371168.0,0.4,0.0,0.0037,0.48999999
VUA,VGSC,Công ty Cổ phần Chứng khoán Stanley Brothers,UPCOM,33900000,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2022-01-24T17:00:00.000Z,33900000.0,1.0,0.0,0.0,1.0
NDT,VGTND,Tổng Công ty Cổ phần Dệt may Nam Định,UPCOM,15640000,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2018-09-10T17:00:00.000Z,7037989.0,0.45,0.46673345,0.0002,0.48999998
VHC,VHC,Công ty Cổ phần Vĩnh Hoàn,HOSE,183376956,Được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2007-12-23T17:00:00.000Z,91688478.0,0.5,0.0,0.3012,1.0
VHF,VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,UPCOM,21500000,Không được ký quỹ,Sản phẩm thực phẩm,"Tinh bột, rau có chất béo",2010-05-06T17:00:00.000Z,2150000.0,0.1,0.51,0.0,0.49
VHG,VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,UPCOM,150000000,Không được ký quỹ,Giấy và lâm sản,Nuôi trồng và chế biến cao su,2019-05-30T17:00:00.000Z,150000000.0,1.0,0.0,0.0032,0.49
VHH,VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,UPCOM,7500000,Không được ký quỹ,Vật liệu xây dựng,Sản xuất xi măng,2014-06-24T17:00:00.000Z,1875000.0,0.25,0.35983507,0.0,0.49
VHL,VHL,Công ty Cổ phần Viglacera Hạ Long,HNX,25000000,Được ký quỹ,Vật liệu xây dựng,Sản xuất gạch,2009-02-11T17:00:00.000Z,12500000.0,0.5,0.0,0.0263,0.49
VIB,VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,HOSE,2107672945,Được ký quỹ,Ngân hàng,Ngân hàng,2020-11-09T17:00:00.000Z,1053836472.0,0.5,0.0,0.205,0.205
VIC,VIC,Tập đoàn Vingroup - Công ty Cổ phần,HOSE,3813935561,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2007-09-18T17:00:00.000Z,953483890.0,0.25,0.0,0.1288,0.48017596
TVT,VICOTEX,Tổng Công ty Việt Thắng - CTCP,HOSE,21000000,Được ký quỹ,"Hàng dệt, may và phụ kiện","Sản xuất sợi, vải thành phẩm",2017-07-16T17:00:00.000Z,9450000.0,0.45,0.46928571,0.0401,0.0
VID,VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,HOSE,40836069,Được ký quỹ,Dịch vụ và nguồn cung cấp thương mại,Tư vấn và hỗ trợ kinh doanh,2006-12-24T17:00:00.000Z,20418034.0,0.5,0.0,0.0048,0.49999999
SB1,VIDA,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,UPCOM,10500000,Không được ký quỹ,Đồ uống,Sản xuất bia ,2016-12-25T17:00:00.000Z,5250000.0,0.5,0.54733333,0.0064,0.49
PVO,VIDAMO,Công ty Cổ phần Dầu nhờn PV Oil,UPCOM,8900000,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2016-01-11T17:00:00.000Z,3560000.0,0.4,0.62666292,0.0081,0.49
MBG,VIDIC,Công ty Cổ phần Tập đoàn MBG,HNX,120218540,Được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2015-11-25T17:00:00.000Z,78142051.0,0.65,0.0,0.0093,0.49
VDP,VIDIPHA,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,HOSE,16831904,Được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2017-08-14T17:00:00.000Z,7574356.0,0.45,0.14288972,0.0037,0.0
VIE,VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,UPCOM,5061244,Không được ký quỹ,Dịch vụ viễn thông đa dạng,Thiết bị viễn thông,2011-05-05T17:00:00.000Z,1518373.0,0.3,0.3711351,0.0027,0.48999973
MVB,VIETBAC,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,HNX,105000000,Được ký quỹ,Kim loại và khai thác,Khai thác khoáng sản phi kim,2020-10-27T17:00:00.000Z,1895900.0,0.01805619,0.98194381,0.0008,0.49
VJC,VIETJET,Công ty Cổ phần Hàng không Vietjet,HOSE,541611334,Được ký quỹ,Hãng hàng không,Hãng hàng không,2017-02-27T17:00:00.000Z,270805667.0,0.5,0.0,0.172,0.3
DVM,VIETMEC,Công ty Cổ phần Dược liệu Việt Nam,HNX,35650000,Không được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2022-07-18T17:00:00.000Z,26737500.0,0.75,0.0,0.0,0.0
VTD,VIETOURIST,Công ty Cổ phần Vietourist Holdings,UPCOM,12000000,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Dịch vụ đặt phòng và tour du lịch,2019-11-05T17:00:00.000Z,7800000.0,0.65,0.0,0.0,0.0
VTR,VIETRA,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,UPCOM,28658247,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Dịch vụ đặt phòng và tour du lịch,2019-09-26T17:00:00.000Z,10030386.0,0.35,0.0,0.0,0.0
VIG,VIG,Công ty Cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam,HNX,34133300,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2009-11-30T17:00:00.000Z,42876635.0,0.95,0.0,0.0057,1.0
VLC,VILICO,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,UPCOM,172346173,Không được ký quỹ,Sản phẩm thực phẩm,Sản xuất sữa và sản phẩm sữa,2015-10-25T17:00:00.000Z,60321160.0,0.35,0.0,0.0018,1.0
VIM,VIMC,Công ty Cổ phần Khoáng sản Viglacera,UPCOM,1250000,Không được ký quỹ,Kim loại và khai thác,Khai thác khoáng sản phi kim,2017-01-23T17:00:00.000Z,625000.0,0.5,0.51,0.0042,0.49
TVM,VIMCC,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,UPCOM,2400000,Không được ký quỹ,Dịch vụ và nguồn cung cấp thương mại,Tư vấn và hỗ trợ kinh doanh,2015-12-14T17:00:00.000Z,1200000.0,0.5,0.51,0.0,0.49
TMG,VIMICO,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,UPCOM,18000000,Không được ký quỹ,Kim loại và khai thác,Khai thác quặng kim loại,2017-02-06T17:00:00.000Z,673400.0,0.03741111,0.51,0.0001,0.49
VIN,VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,UPCOM,25500000,Không được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2014-09-03T17:00:00.000Z,1180700.0,0.04630196,0.95369804,0.0021,0.49
DTK,VINACOMINPOWER,Tổng Công ty Điện lực TKV - Công ty Cổ phần,HNX,682767475,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2020-12-24T17:00:00.000Z,4958975.0,0.00726305,0.99273695,0.0001,0.35
VIF,VINAFOR,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,HNX,350000000,Được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2020-02-02T17:00:00.000Z,35000000.0,0.1,0.51,0.0,0.0
VHE,VINAHERB,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,HNX,33139996,Được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2019-01-13T17:00:00.000Z,33139996.0,1.0,0.0,0.0,0.0
VHD,VINAHUD,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,UPCOM,38000000,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2017-06-21T17:00:00.000Z,7600000.0,0.2,0.0,0.0,0.0
VVN,VINAINCON,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,UPCOM,55000000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2017-10-16T17:00:00.000Z,11000000.0,0.2,0.8275,0.0,0.49
KIP,VINAKIP,Công ty Cổ phần K.I.P Việt Nam,UPCOM,9800000,Không được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2016-04-11T17:00:00.000Z,2450000.0,0.25,0.4196351,0.0,0.49
VGT,VINATEX,Tập đoàn Dệt May Việt Nam,UPCOM,500000000,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2017-01-02T17:00:00.000Z,175000000.0,0.35,0.5348762,0.1312,0.49
VMT,VINATRANSDN,Công ty Cổ phần Giao nhận Vận tải Miền Trung,,,Không được ký quỹ,,,,472500.0,0.15,0.0,0.0,0.0
VGL,VINGAL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,UPCOM,9325155,Không được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2016-08-14T17:00:00.000Z,932515.0,0.1,0.51003227,0.0,0.4899999
VIP,VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,HOSE,68470941,Không được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2006-12-20T17:00:00.000Z,30811923.0,0.45,0.48765477,0.025,0.49
GVT,VIPC,Công ty Cổ phần Giấy Việt Trì,UPCOM,11605100,Không được ký quỹ,Giấy và lâm sản,Sản xuất giấy,2017-01-11T17:00:00.000Z,5222295.0,0.45,0.1835443,0.0003,0.49
VPS,VIPES,Công ty Cổ phần Thuốc sát trùng Việt Nam,HOSE,24460792,Được ký quỹ,Hóa chất,Thuốc trừ sâu,2015-08-18T17:00:00.000Z,4892158.0,0.2,0.51000017,0.0068,0.49
VGR,VIPGP,Công ty Cổ phần Cảng xanh VIP,UPCOM,63250000,Không được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2018-04-11T17:00:00.000Z,2475000.0,0.03913043,0.0,0.2177,0.49
VLP,VIPUCO,Công ty Cổ phần Công trình Công cộng Vĩnh Long,UPCOM,3536222,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2017-07-17T17:00:00.000Z,884055.0,0.25,0.81239866,0.0,0.0
VIR,VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,UPCOM,8240000,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khách sạn và phòng ở,2010-06-30T17:00:00.000Z,1236000.0,0.15,0.85844138,0.0001,0.49
VSN,VISSAN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,UPCOM,80913700,Không được ký quỹ,Sản phẩm thực phẩm,Giết mổ và chế biến thịt động vật,2016-10-20T17:00:00.000Z,8091370.0,0.1,0.67762902,0.043,0.49
VIT,VIT,Công ty Cổ phần Viglacera Tiên Sơn,HNX,49999664,Được ký quỹ,Vật liệu xây dựng,Sản xuất gạch ốp lát và vật liệu lát,2009-11-02T17:00:00.000Z,22499848.0,0.45,0.1989,0.0034,0.5
VWS,VIWASE,Công ty Cổ phần Nước và Môi trường Việt Nam,UPCOM,3600000,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2017-01-05T17:00:00.000Z,2160000.0,0.6,0.3535,0.0095,0.49
VIW,VIWASEEN,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,UPCOM,58018600,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2017-01-04T17:00:00.000Z,1069100.0,0.01842685,0.98157315,0.0,0.0
VIX,VIX,Công ty Cổ phần Chứng khoán VIX,HOSE,582139189,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2021-01-07T17:00:00.000Z,582139189.0,1.0,0.0,0.0611,1.0
VKC,VKC,Công ty Cổ phần VKC Holdings,HNX,19279000,Không được ký quỹ,Bán lẻ chuyên dụng,Phân phối xe cơ giới và phụ tùng xe cơ giới,2010-12-07T17:00:00.000Z,19279000.0,1.0,0.0,0.0386,0.5
VKP,VKP,Công ty Cổ phần Nhựa Tân Hóa,UPCOM,8000000,Không được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2013-11-14T17:00:00.000Z,7200000.0,0.9,0.04891463,0.0003,0.49
VLA,VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,HNX,1997998,Được ký quỹ,Phần mềm,Phần mềm hệ thống và ứng dụng,2010-08-03T17:00:00.000Z,1098898.0,0.55,0.0,0.0323,0.0
VLF,VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,UPCOM,11959982,Không được ký quỹ,Sản phẩm thực phẩm,Xay sát và chế biến các loại hạt,2016-05-12T17:00:00.000Z,5979991.0,0.5,0.4000006,0.0025,0.48999998
VMC,VMC,Công ty Cổ phần VIMECO,HNX,21599583,Không được ký quỹ,Kỹ thuật xây dựng,"Nhà thầu về nền móng, cấu trúc và bề mặt ngoài",2006-12-10T17:00:00.000Z,10799791.0,0.5,0.47690162,0.0052,0.0
VMD,VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,HOSE,15440268,Được ký quỹ,Nhà cung cấp và dịch vụ chăm sóc sức khỏe,Phân phối dược phẩm và tạp hóa dược,2010-09-29T17:00:00.000Z,3860067.0,0.25,0.10231901,0.0141,0.48999998
VMS,VMDCO,Công ty Cổ phần Phát triển Hàng Hải,HNX,9000000,Được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2015-10-19T17:00:00.000Z,4049999.0,0.45,0.51,0.0,0.49
VMG,VMG,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,UPCOM,9600000,Không được ký quỹ,Tiện ích khí đốt,Phân phối khí đốt thiên nhiên,2017-10-10T17:00:00.000Z,3840000.0,0.4,0.0,0.0074,0.49
ABC,VMGC,Công ty Cổ phần Truyền thông VMG,UPCOM,20389000,Không được ký quỹ,Giải trí,Phim và giải trí,2016-08-17T17:00:00.000Z,15291750.0,0.75,0.2830383,0.0094,0.49
MGC,VMGEO,Công ty Cổ phần Địa chất mỏ - TKV,UPCOM,10800000,Không được ký quỹ,Than và hoạt động liên quan,Hỗ trợ cho khai thác than,2016-06-08T17:00:00.000Z,1620000.0,0.15,0.86590741,0.0,0.49
VMA,VMIC,Công ty Cổ phần Công nghiệp Ô tô Vinacomin,UPCOM,2700000,Không được ký quỹ,Ô tô,Sản xuất xe cơ giới,2015-08-27T17:00:00.000Z,405000.0,0.15,0.3601,0.3764,0.49
MTS,VMTS,Công ty Cổ phần Vật tư - TKV,UPCOM,15000000,Không được ký quỹ,Nhà phân phối,"Phân phối máy móc, thiết bị và vật tư",2017-04-27T17:00:00.000Z,3000000.0,0.2,0.51,0.0,0.0
VNA,VNA,Công ty Cổ phần Vận tải biển Vinaship,UPCOM,20000000,Không được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2017-05-02T17:00:00.000Z,10000000.0,0.5,0.51,0.019,0.49
AIC,VNAI,Tổng Công ty Cổ phần Bảo hiểm Hàng không,UPCOM,100000000,Không được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm phi nhân thọ,2021-01-07T17:00:00.000Z,100000000.0,1.0,0.0,0.0009,1.0
HVN,VNAIR,Tổng Công ty Hàng không Việt Nam - CTCP,HOSE,2214394174,Không được ký quỹ,Hãng hàng không,Hãng hàng không,2019-05-06T17:00:00.000Z,178099105.0,0.08042791,0.55201025,0.0593,0.3
VNC,VNC,Công ty Cổ phần Tập đoàn Vinacontrol,HNX,10499560,Được ký quỹ,Dịch vụ và nguồn cung cấp thương mại,Tư vấn và hỗ trợ kinh doanh,2006-12-20T17:00:00.000Z,4199824.0,0.4,0.30000129,0.0212,0.48999991
VGV,VNCC,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,UPCOM,35774448,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2017-07-16T17:00:00.000Z,5366167.0,0.15,0.87318602,0.0,0.48999999
CGV,VNCG,Công ty Cổ phần Vinaceglass,UPCOM,9499956,Không được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2017-06-20T17:00:00.000Z,5699973.0,0.6,0.0,0.0017,0.48999995
TMB,VNCT,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,HNX,15000000,Được ký quỹ,Than và hoạt động liên quan,Khai thác than,2017-01-15T17:00:00.000Z,5250000.0,0.35,0.4496,0.0016,0.0
VND,VND,Công ty Cổ phần Chứng khoán VNDIRECT,HOSE,1217821331,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2017-08-17T17:00:00.000Z,913365998.0,0.75,0.0,0.2406,1.0
VNE,VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,HOSE,81934033,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2007-08-08T17:00:00.000Z,49160419.0,0.6,0.0,0.0633,0.48999999
E12,VNECO12,Công ty Cổ phần Xây Dựng Điện VNECO 12,UPCOM,1200000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2019-12-30T17:00:00.000Z,420000.0,0.35,0.65725,0.0,1.0
VNF,VNF,Công ty Cổ phần Vinafreight,HNX,31700380,Được ký quỹ,Dịch vụ vận tải hàng không và logistics,Sắp xếp vận tải hàng hóa,2010-11-30T17:00:00.000Z,6340076.0,0.2,0.0,0.0039,0.48999999
